iter	Passed	Remaining
937	7061	466
938	7067	459
939	7076	451
940	7083	444
941	7092	436
942	7097	429
943	7104	421
944	7111	413
945	7116	406
946	7124	398
947	7131	391
948	7137	383
949	7142	375
950	7148	368
951	7154	360
952	7162	353
953	7167	345
954	7174	338
955	7180	330
956	7186	322
957	7191	315
958	7198	307
959	7205	300
960	7212	292
961	7220	285
962	7228	277
963	7237	270
964	7243	262
965	7253	255
966	7260	247
967	7270	240
968	7276	232
969	7286	225
970	7292	217
971	7300	210
972	7306	202
973	7313	195
974	7320	187
975	7326	180
976	7335	172
977	7341	165
978	7351	157
979	7356	150
980	7363	142
981	7370	135
982	7375	127
983	7383	120
984	7389	112
985	7396	105
986	7403	97
987	7413	90
988	7424	82
989	7433	75
990	7438	67
991	7445	60
992	7453	52
993	7460	45
994	7466	37
995	7473	30
996	7479	22
997	7485	15
998	7491	7
999	7497	0
